"Date","Headline","id","text"
2003-01-02,"Putnam man dies of gunshot",67,"WINFIELD - A Putnam County man apparently killed himself early Wednesday after police arrived at his Buff Creek home to investigate a domestic violence call. Hurricane police and Putnam County Sheriff deputies approached George Richardson on the porch of his home off of U.S. 34 at about 12:40 a.m. Richardson pointed his shotgun at an officer, fled into his house and shot himself in the head in the back bedroom, said Deputy Allen Savilla. One shot had already been fired when police arrived at the Richardson home, Savilla said. Richardson's wife called police on her cell phone after she left her house and fled into the woods with her two young children, Savilla said."
2003-01-02,"Rain can't steal Brigades' inner beauty;They perform solo after parade delay",68,"THE WEATHER outside was frightful but the Mummers inside were delightful. The Fancy Brigade Finale at the Pennsylvania Convention Center was the only show in town yesterday after rain washed out the Mummers Parade along Market Street. The outdoor parade is rescheduled for 9 a.m. Saturday. Brigades were judged, but the results sealed until after they have joined the strut along Market. The forecast is for clearing Saturday after two days of rain and snow, with highs in the upper 30s. WPHL-TV (Channel 17) will telecast the parade, including a tape of brigades from yesterday. Yesterday's shows drew bus tours, overnight visitors, cheering partisans of the 12 brigades and - for the first time - string- band members who normally are parading at the same time. The show was awesome. Fans squealed as Hall of Fame Captain Jim Julia, of the defending champ Downtowners, flipped out of a tomb as a pyramid rose to the roof in ""The Lost Civilization of Egypt."" The Jokers, three-time winners since 1998, spun ""Carnival of Animals"" with beach-ball-tossing monkeys, rump-shimmying horses, parrots on swings and pogo-jumping frogs. Shooting Stars, the winningest brigade ever, dazzled with dance in riotously colorful kilts in ""Land of the Clans."" Satin Slipper's robo-cops, the Vikings' dancing piles of junk and Golden Crown's lava-loving ""Phoenix"" also drew huge cheers. Dozens of string-bandsmen enjoyed the show after scrambling to get into the sold-out center on their suddenly strutless day. Some VIPs got courtesy tickets from brigade officials, who aren't always their best buddies in feuding Mummery. Rank-and-filers, who often maintain personal friendships with those in rival clubs or divisions, volunteered as marshals behind the scenes or scored the last box-office ducats. This was the sixth year for the brigades' Convention Center finale but the first time they've been solo. The last rainout was 1990, a lifetime ago when the entire parade was outdoors - on Broad Street. The finale was created in part to provide the city with a guaranteed New Year's Day attraction to market for hotel packages and bus tours - a successful plan that filled the noon (unjudged) show with out-of-towners. The Convention Center also provides a venue for the brigades' wheeled and machine-powered props, which had become unwieldy on the street. Those props aren't allowed under string-band rules. The bands, considered Mummery's major attraction, have insisted on staying outdoors. Yesterday raised the inevitable question about bands' joining the brigades indoors, but no bandsmen were signing on. ""What did you say? What did you say?"" said John Pignotti, String Band Association president, with a smile. He sat in the sixth row as a last-minute guest of Fancy Brigade Association President Tom Cloney. ""I'm not gonna touch that one,"" said Cloney. ""How 'bout them Eagles?"" feigned Ferko String Band official Anthony Celenza. He added, ""The brigades' concepts have always been totally different, a different style, with things not allowed under our rules."" Meryl Levitz, head of the Greater Philadelphia Tourism Marketing Corporation, took in the finale and said she'd love to have the string bands indoors to add to her marketing campaign. ""It would be wonderful to keep splitting up the parade,"" she said. ""It's just too long. There's no reason to do it all in one day."" With the Comic, Fancy, String Band and Brigade divisions, she added, ""It's four separate parades. Why not recognize that?"" Meanwhile, on Two Street, the Mummers' heartland, rains washed away any doubts about the 4 a.m. decision to postpone. Avalon String Band Chief Marshal Paul Kaiser supervised the unloading of joker and jester props from four rented trucks that must be returned - and re-rented for the weekend. Then he dialed his cell phone in search of a church or charity to accept donation of 500 sandwiches that Avalon chef (and saxophonist) A. J. Paesani had made for yesterday's usually hungry hordes. Musician Mike ""Myzo"" Myslin-ski endorsed the decision to postpone, but he was antsy. ""I had about three days' nervous energy built up, and now I'm not going to be able to release it until Saturday,"" he said. Up the block, Tom Malony, captain of the 673-marcher Froggy Carr Comic Wench Brigade, had called the North Philadelphia church musicians in Froggy's hired band at 5 a.m. and told them: Stay home. Jackie McCann Buggey, president of Hog Island and a Fancy Division director, said the meeting with city officials was a chat, not a vote, with all in quick agreement. ""We looked at the maps and it was all green - all precipitation,"" she said."
2003-01-03,"RESEARCH SPENDING GOING UP;UD, Delphi among those with fattened budgets",69,"DAYTON - A tiny cell phone mounted in your wristwatch? Perhaps in five years, says the head of the University of Dayton Research Institute. Autopilot cars that do the vacation driving while you snooze? Scientists at Delphi Corp. are working on it. Computers that scan airport crowds for terrorists? The government is spending big bucks to make it happen. The Dick Tracy wristwatch and technology to combat terrorism are coming fast as university and corporate research departments pencil in fattened budgets for 2003. Total research expenditures in the United States this year are forecasted to rise 3.4 percent to nearly $302 billion, according to a joint survey by Battelle, a Columbus-based research firm, and R&D Magazine , a trade publication. Federal spending on research and development, including money for homeland defense, is estimated at $89 billion, a jump of 10.5 percent. Industrial spending on R&D in 2003 is forecasted to be virtually flat at $194 billion, up less than 1 percent. Nevertheless, corporate research continues to dwarf government-sponsored R&D. Universities and other nonprofit organizations are projected to spend more than $18 billion of their own funds on R&D, an increase of 7 percent over last year, according to the study. Battelle said two factors last year - the creation of the Department of Homeland Security and the corporate accounting scandals - have deeply affected funding for scientific research. The misbehavior by some corporations has caused many companies to be overly cautious on funding for long-term research, noted Michael ""Mickey"" McCabe, director of the UD Research Institute. Companies are more focused on quick results, McCabe said. ""There is a real emphasis on, 'You better deliver what you say you can deliver tomorrow, or we're going to be in the newspaper.' There is a very clear environment like that in business today,"" McCabe said. The federal government is spending heavily on communications, intelligence, surveillance, smarter weaponry, better intelligence gathering and interpretation and improved responses to chemical and biological warfare, said Jules Duga, the Battelle survey's author and a senior research leader. ""Given the far-reaching impacts of some actions and events of the past two years, it is safe to say that we have witnessed a sea change in the manner in which all types of activities will be altered,"" Duga said. ""Although there are historic precedents that help us deal with some of the perturbations of the system, a 'return to normalcy' is not expected in the near term."" But one wild card - a war in Iraq or elsewhere - could quickly drain away government spending on non-military applications, cautioned UD's McCabe. He said the government will start shifting money from nonessential programs when armed conflict begins. ""Our biggest supplier of research money at the university comes from the Department of Defense,"" McCabe said. ""We are especially vulnerable."" If war is avoided, UD and its Research Institute are on track to have their best year for sponsored research. R&D for 2003 will top $50 million, up 8 percent from last year, McCabe said. At Wright State University, total corporate research for 2003 is estimated at $4.7 million, up from $3.7 million last year, said Bill Sellers, director of Research and Sponsored Programs. For example, he said the School of Medicine has a $75,000 contract to help develop a treatment for anemia in children. Auto-parts maker Delphi Corp. plans to spend 6 percent of sales, or about $1.8 billion, on research and advanced engineering this year, up from $1.6 billion in 2002. ""The company's focus is on electronics and electronically-enhanced components,"" said spokeswoman Kelly Sorice in Troy, Mich. Research includes work on devices that permit cruise control to slow a car if a vehicle ahead draws too close, sensors that awaken a driver if he starts to doze, and an autopilot that lets the car follow a magnetic strip in the road, Sorice said. Contact Jim Bohman at 225-2242 or jim_bohman@coxohio.com  Graphic   PHOTO, UNIVERSITY OF DAYTON, RESEARCHER ROBERT KAUFFMAN works on jet fuel tank ignition testing at the University of Dayton's Research Institute."
2003-01-03,"SADDLED STUDENTS LIGHTEN THE BACKPACKS SO KIDS CAN STAND TALL",70,"Incredibly heavy book bags are creating a generation of students who could be stooped and hunched over before they reach middle age.  Health-care professionals are increasingly concerned about the heavy loads many kids carry today in their backpacks. Some of these bags are so big, and packed with so many features, that a kid could almost camp in one. Some seem to try, toting textbooks, lunch, cell phones, electronic games and who knows what else to and from school and between classrooms. Of course, many of their parents and grandparents will dust off stories about how they walked five miles to school, in the snow, carrying books and supplies, long before there were backpacks. But there are valid reasons for public concern.  For one thing, textbooks really are heavier. The addition of graphics, charts and photographs, sometimes to comply with education reform mandates, has increased their weight. In addition, to counter the drug and gang cultures, some schools have done away with lockers to eliminate a place to hide weapons or drugs. That means the backpack must be lugged around all day.  A story in Sunday's Post-Gazette reported that one California school district plans to provide students two sets of books, a solution few districts can afford. California is also looking at a ban on overly heavy textbooks, but who's to say what's too heavy? There are other solutions. Schools can provide more access to lockers. They also can allow students more time to change classes, though the teachers unions might not support lengthening the school day. And in school districts where most or all children have access to computers, homework assignments can be placed online.  This isn't merely a matter of complaining students and overly protective parents, not with a growing number of students seeing doctors about back problems. This is a health issue."
2003-01-02,"Seoul Journal; The Power of Film: A Bond That Unites Koreans",71,"In real life, President Bush wrestles with policies to force North Korea to stop selling missiles and making atom bombs.   On the big screen, at movie theaters here today, James Bond wrestled with a crazed North Korean colonel who was using a space-based laser to burn a massive hole in the demilitarized zone between North and South Korea.   ""The U.S. put North Korea in 'the axis of evil' and then the director merely followed the plot,"" said Kim So Won, a 19-year-old student taking a break from a New Year's Eve anti-American rally.  As her girlfriends nodded, she added, ""We won't go see the movie.""  The new 007 movie, ""Die Another Day,"" opened here on New Year's Eve to a fledgling boycott. But reflecting the love-hate relationship with the United States -- the fact that James Bond is British is a fine point lost on many people here -- there were long lines of people waiting to see the film at the Seoul Theater.  Min Kyung Woo, a 28-year-old pacifist, lined up too, but on a picket line. ""This is Hollywood's strategy toward Northeast Asia,"" said Mr. Min, who had not been converted by a pre-release showing of the movie intended by Metro-Goldwyn-Mayer to head off a boycott here.  ""The movie industry is related to politics,"" he said.  Indeed, the boycott has been fueled by rising anti-American sentiment and the feeling among many here that North Koreans are replacing Colombians as Hollywood's current international bad guys. ""North Korean criminals in the movie are no different from Iraqi, Cuban or Russian terrorists, who easily commit mass murders in Hollywood action movies,"" the newspaper JoongAng Ilbo said in apparent surprise at the Bondian depiction of state-sponsored torture in North Korea, a nation that ranks high atop many ""worst"" lists compiled by international human rights groups.  While North and South Korea remain bitterly divided, judging by such reviews and those of some moviegoers here, the two sides have finally found common ground when confronting 007.  ""I think there is plenty for Koreans to complain about in this movie,"" Doug E. Shin, a Korean-American pastor from Los Angeles, said as he walked in a jostling, and largely merry, flood of young South Koreans leaving a showing tonight. ""Half the North Koreans were speaking with South Korean accents. That ox looked like it was from the Philippines. That shack at the end looked like it was from Japan.""  ""I guess the director didn't care,"" he continued. ""But if the movie was about Japan, would they have treated the Japanese that way?"" A recurring complaint here is about a final scene where befuddled Korean farmers, goading an ox, look at luxury cars that James Bond has dropped, upended, in a rice paddy. While North Korean agriculture plods along on ox power, South Koreans say the only ox carts seen here are in museums.  The correct image of South Korea, people say, is a nation with among the world's highest rates of cellphone ownership, high-speed Internet access and college-educated youth.  Then there is a scene where an American officer orders a South Korea military mobilization, which prompted someone to write in an Internet chat room that ""Korea in the movie is viewed as America's colony.""  After watching the movie today, Kim Yu Min, a 24-year-old office worker, said, ""My girlfriends said, 'At least James Bond doesn't go to bed with a Korean girl.' ""  MGM, which distributes 20th Century Fox movies, has worked hard to try to smooth ruffled feathers here, a nation of 43 million people that is now the 10th-largest foreign box office territory for American movies.  Lee Joo Sung, president of 20th Century Fox Korea, told opinion makers at one showing here: ""It's a movie. Not reality. Viewers must understand that it's fiction."" The movie, which stars Pierce Brosnan and Halle Berry and is already expected to be the most lucrative Bond movie yet, ran into early controversy when a South Korean actor, Cha In Pyo, turned down the bad-guy role, normally a coveted ticket to Hollywood stardom. He became a local hero last fall when he told reporters that the script was ""demeaning.""  Rick Yune, the Korean-American actor who stars as the movie's crazed North Korean officer, has found himself at news conferences here parrying hostile questions from reporters concerned about South Korea's image. In one burst of patriotism, Lee Jung Hyun, a pop singer, declined an invitation to appear alongside Mr. Yune on a popular talk show, ""Happiness Channel."" North Korea's official Korean Central News Agency has obligingly given MGM free publicity by playing true to character.  Two weeks before the release here and well before pirated copies could have made their way to reviewers in North Korea, the news agency denounced the film as a ""dirty and cursed burlesque"" that clearly proved that the United States was ""the root cause of all disasters and misfortune of the Korean nation."" http://www.nytimes.com Graphic   Photos: Rick Yune, a Korean-American actor, plays a North Korean villain in the James Bond film ""Die Another Day,"" now showing in South Korea. (Keith Hamshere/MGM); In Seoul, a protester's sign, left, says, ""War on the Korean Peninsula -- what's the meaning of this? We're against the showing of this 007 film."" (Jae Yun Seok for The New York Times) "
2003-01-01,"Slick roads foul travel for revelers;Icy conditions cause many accidents Tuesday, and snow is on the way.",72,"As yet more sleet and freezing rain coated southern Maine, stepping out on New Year's Eve proved difficult, and even dangerous. Travel conditions, poor throughout the day and early evening, were expected to worsen overnight, just as people were heading home from New Year's Eve parties. ""We're hoping that people won't be caught by surprise out there,"" said Kathy Beem, dispatch supervisor for the Maine State Police. ""Some people had a hard time in the morning."" Police throughout York and Cumberland counties reported numerous accidents Tuesday, most of them minor, caused by icy streets and sidewalks that made even routine maneuvers difficult. For several hours in the morning, Gorham police were scrambling from one accident to another along Route 22. In all, about a dozen cars went off the road there before 10 a.m. In one accident, a 36-foot-long box truck carrying lumber supplies collided with a Pontiac Grand Prix. Remarkably, the drivers of both vehicles escaped serious injury, as did the 2-year-old girl strapped in a safety seat in the back of the car. ""Without that seat, the child would have been hurt,"" said Wayne Coffin, a Gorham police officer. ""She was strapped in nice and tight. It worked well."" During the afternoon and into the evening Tuesday, state police received more than 250 cell phone calls from drivers reporting cars off the road. None of the accidents proved to be serious. Shortly before 5 p.m., the driver of a tractor-trailer truck skidded on the ice and rolled over at Exit 9 of Interstate 295 in Falmouth. No one was injured and the truck was not badly damaged, police said. ""When the forecast calls for this stuff, it helps to remind people to drive cautiously,"" said Beem, the state police dispatcher. The treacherous conditions were the result of sleet, rain and freezing temperatures, an unfortunate combination that, according to the National Weather Service, was expected to continue through the night. ""We had just enough rain to be a pain Tuesday morning, enough to cause a lot of problems on the roads,"" said Eric Sinsabaugh, a meteorologist. ""In Portland, it was right around freezing all day, which kept things slippery."" Sinsabaugh expected another band of rain before midnight, adding a layer of ice to the already slick streets. There's a chance of snow late today and again Friday, he said. ""It's that time of year,"" Sinsabaugh said."
2003-01-01,"Smoke signals send the right message",73,"CELLPHONE text messaging is helping young people to quit smoking, Auckland University researchers say. The researchers are conducting a study in which people who want to quit are sent motivational messages or paired up with other quitting smokers for support. Auckland University clinical trials research unit member Anthony Rodgers said 1300 people were now enrolled in the study, which began in August. He said the study was aimed at people between 18 and 35 years who had the highest smoking rate but the lowest uptake of cessation programmes. Dr Rodgers said participants received one month's free text messaging. They could pull personalised messages to distract them or bolster their resolve when they felt like lighting up. He said one popular feature was ""quit buddy"", which paired up participants for support. He said many participants had requested a buddy of the opposite sex. Dr Rodgers said it was too early for a scientific analysis of the study, but the feedback was encouraging."
2003-01-02,"SOLDIER WANTS ARMY TO PAY AS PROMISED;SHE SEEKS CHECKS FOR DRILLS, BONUS",74,"Christina Scypion enlisted in the Army to make her young son proud and to join the fight against terrorism. The rigors of basic training at Fort Jackson, S.C., did not deter the 5-foot, 98-pound woman, even though she suffered painful stress fractures of her right foot and right hip two weeks before graduating. ""Everybody told me, 'You're not going to make it,' "" she said. ""I threw my crutches away and I did it,"" including marching 14 miles with a 60-pound pack and a 7.5-pound M-16 rifle during a field exercise. Five months later, the 19-year-old private is using the same steely resolve to do battle with the Army itself. She said she hasn't received her enlistment bonus or two paychecks for weekend drills, a total of about $1,800. ""Maybe to a lot of people that's not a lot of money,"" she said. Her home phone has been disconnected, her cell-phone service canceled, and ""my 15-month-old son did not have any gifts from his parents"" for Christmas because she has not been paid, Scypion said. ""If people thought this kind of thing was happening, who would sign up and fight for the country?"" she said during an interview at her parents' home in Woodbridge. The Army Reserve Command said her paychecks for October and November drills were deposited directly into her bank account in December but that the paperwork for her $1,500 enlistment bonus was lost. Scypion said the paychecks were sent to the wrong bank, one she had specified before going to basic training. She said she canceled the first account and delivered a direct-deposit slip for her new account to her reserve unit at Fort Belvoir on Nov. 26, specifying the bank to which her checks should be sent. Army Reserve spokesman Joe Hanley said Tuesday that delays are not unusual in receiving a government check. ""Everybody in the government gets paid on a deferred basis. She came into the unit in October, and she got paid in mid-December. I was kind of surprised they paid her that quickly,"" he said. ""That's ridiculous because if that was the case, everybody there would be complaining about not being paid,"" said Scypion, a member of the 9th Theater Support Command. ""There were people who checked in at the same time [mid-October] as me, and they got paid in October."" Hanley said the paperwork for her enlistment bonus was submitted Nov. 1, ""and no one can seem to find it."" He said she should receive the money within two weeks. ""Financial things are slow now because we are in the process of mobilizing"" thousands of troops for a possible war against Iraq, he said. Under the enlistment contract she signed with the Army, Scypion is to receive a $3,000 bonus, half of which was to be paid after she completed advanced training Oct. 4. The remainder will be paid after the second and fourth years of her eight-year service commitment. Scypion said she always wanted to be a soldier, even as a little girl, and that the terrorist attacks of Sept. 11, 2001, persuaded her to enlist. She also wanted her son to have a soldier mom. ""I wanted him to say, 'My mom is in the Army, and she fights for our country.' "" Scypion, who plans to start college in February and is looking for a civilian job, said she is proud to be an Army cook. ""The job I have . . . is one of the most important jobs. Without food and water, nobody could fight."" Leaving her son with her husband, Scypion left for boot camp May 20 and completed basic training July 25 as a member of B Company, 2nd Battalion, 13th Infantry Regiment, 1st Basic Combat Training Brigade. Immediately after basic, she started training as a cook at the Army Quartermaster School at Fort Lee, completing the course Oct. 4. She said she had no trouble getting paychecks while in basic and advanced training. It was only after she left active duty and was assigned to her Army Reserve unit that the problems started. ""I called on a repeated and daily basis and was reprimanded on a number of occasions for jumping the chain of command and becoming upset when I was not getting paid,"" she said. Said Hanley: ""Any soldier who reports for duty and performs with her unit deserves to be paid."" Graphic   PHOTO"
2003-01-02,"Spies keep busy as ever, quietly",75,"Following Russia's historic rapprochement with the West after Sept. 11, even celluloid superspy James Bond has forgiven his traditional nemesis in Moscow and gone in search of fresh enemies. The latest Bond flick, ""Die Another Day,"" has the evergreen hero battling bad guys from the hermit state of North Korea. That's fiction, but in the real world, actual spies appear to be busier than ever. In the past month alone, Canada and Sweden angrily expelled Russian diplomats for ""activities incompatible with their status,"" the familiar code for espionage. Moscow announced Friday that it will no longer accept US Peace Corps workers, after denying visas to 30 of 64 volunteers, charging they were up to more than humanitarian work. ""The leading intelligence agencies of the world have strengthened their presence in Russia,"" complained Oleg Firomolotov, deputy chief of counterintelligence for the FSB security service, in a recent interview with with the government paper Rossiskaya Gazeta. ""Russia is a priority object of their activity."" From the other side, the authoritative Jane's Intelligence Digest warns that ""Russian intelligence operations in the West appear to be rapidly escalating."" In London alone, the number of operatives of Moscow's SVR external spy service has jumped from just one in 1991 to 33 today, the journal estimates. Russian President Vladimir Putin responded to the Sept. 11 terrorist attacks by moving Russia into solid geopolitical alignment with the West. In the past year, Russian and US special services have cooperated closely in the war against terrorism, and Moscow has even forged an historic friendship pact with the Western military alliance NATO. Experts say Mr. Putin's gestures were genuine, and that the Kremlin sees cooperation with the West as crucial, to overcome Russia's post-Soviet economic malaise and national identity crisis. ""In the war against the Taliban and Al Qaeda in Afghanistan, Russia provided more help to the United States than all the countries of NATO combined,"" says Vyacheslav Nikonov, head of the independent Politika Foundation, and a former political adviser to the Soviet KGB security service. ""We have a common enemy now, and such contacts are very much in the interests of both sides."" In the short term, however, Russia's political shift has not brought the hoped-for wave of foreign investment to revive its sluggish economy, particularly the crumbling military-industrial complex. One traditional solution, with which former KGB foreign agent Putin is personally familiar, is to ferret out Western technological and managerial secrets by means of espionage. ""Intelligence services will always exist,"" says former KGB operative Stanislav Lekarev. ""It's a mistake to associate espionage with war. In fact, the less shooting is going on, the more spying there will be. Russia's secret services were much depleted in the post-Soviet era, so they're only now beginning to get back up to speed."" Two Russian diplomats expelled from Canada recently were reportedly agents of the GRU armed forces intelligence wing, seeking access to high-tech military secrets. Two Russians kicked out of Sweden in November were allegedly trying to penetrate Telefon AB LM Ericson, a company that makes cellphones and aircraft radar systems. Both cases resulted in old-fashioned tit-for-tat expulsions of Canadian and Swedish diplomats from Moscow. The thirty American Peace Corps workers barred from Russia last month stand accused of ""collecting information on the social, political, and economic situation in Russian regions, [on] staff members of bodies of power, [and] on elections,"" according to FSB director Nikolai Patrushev. Russian security officials are understandably tight-lipped about their espionage abroad, but often publicly express pride in their Soviet heritage, which includes running a formidable spy network in the West. In a recent Rossiskaya Gazeta interview, the head of Russia's SVR external intelligence agency, Sergei Lebedev, suggested that tradition may not have died with the USSR. ""Even now, many of our supporters help us out of political conviction,"" he said. ""There are people abroad who sympathize with Russia and support our efforts to build a multipolar world, to ensure a global balance of forces."" Experts say the international spy game now seldom leads to splashy public scandals the way it did in cold war days. Today, leaders dance a careful two-step around their countries' shadow activities. ""We've learned to spy and smile at the same time,"" says Mikhail Lyubimov, a famous Soviet agent who, since his retirement, has become one of Russia's best-loved writers of espionage novels. ""Our presidents go on kissing each other, and have become very adept at pretending nothing is happening."" Mr. Lebedev, the SVR chief, also hinted that what the public sees of today's cloak-and-dagger world is just the tip of the iceberg. ""I can tell you there are plenty of cases in which a spy is unmasked, and he is allowed by mutual agreement to leave the country quietly,"" he said. ""Neither the press nor anyone else ever gets to hear about it."" But the continuing focus of Russian security services on catching spies, and the broad definitions of the term they seem to apply, has some experts and human rights advocates worried. ""All reforms are coming to an end and we are returning to the past,"" says Konstantin Preobrazhensky, a former KGB colonel turned critic. ""The same bitter and vengeful people are in charge, and they feel their chance to return has arrived."" ""We see a lot of dubious accusations against journalists, environmentalists, human rights workers and scientists,"" says Otto Latsis, with the liberal daily Novoye Izvestiya. ""This has nothing to do with ensuring national security, and a lot to do with intimidating people who commit themselves to political causes that are inconvenient for the state, or who associate too much with foreigners."" In October, the FSB raided the offices of Baikal Ecological Wave, a coalition dedicated to saving Siberia's fragile Lake Baikal, seizing maps, volunteer lists, and computers. Then, this month, the commander of Russia's north Caucasus military zone, Viktor Kazantsev, accused humanitarian agencies of supplying food to Chechen rebels. ""All this aid activity should be taken under tough control,"" he said. ""We all know perfectly well who works in the Red Cross: spies."" Some argue Russia's security services are using harsh domestic tactics in a misguided effort to prove their relevance to a population weary of old enemy stereotypes. ""Our secret agents are the last children of the cold war,"" says Yury Shchekochikhin, deputy chairman of the State Duma's security commission. ""Of course the state must protect its secrets. But it's time for our special services to grow up and stop trying to divide the world into black and white, them and us. That time is gone forever."" (c) Copyright 2002. The Christian Science Monitor"
2003-01-02,"Sports sponsorship appears to be on endurance run",76,"With business trends, nothing just keeps going up. Except maybe in sports, where values of sponsorships, TV revenue, player salaries, ticket prices and franchise sales generally have headed north for so many years they should be bogged down in frozen tundra. But in its annual forecast, consulting firm IEG projects sponsors will spend $ 7.21 billion in North America -- with at least 90% of that in the USA -- to buy official tie-ins to sports. That's an 11.2% jump over 2002. Says IEG's Jim Andrews, ""We're really surprised."" Surprising not just because that spending hike comes amid a sluggish economy. That 11.2% increase also exceeds projected 2003 hikes in overall U.S. ad spending as well as a projected hike in spending on non-sports sponsorships. And it dwarfs the 3.7% increase in total sponsor spending in 2002. The 11.2% hike also is surprising, Andrews says, because he'd expected the post-9/11 era to nudge sponsor spending away from sports and toward feel-good grass-roots events. Instead, sports are projected to slightly increase its share of total 2003 sponsor spending to 69%. For perspective, consider that sports sponsors' spending total is closing in on the gross domestic product of Namibia. The CIA's World Factbook lists that African nation's GDP at $ 8.1 billion. But big-time sponsors such as Pepsico, which IEG ranks as the top 2002 U.S. sponsor since it spent more than $ 235 million to buy its sports tie-ins, can sometimes spend three times as much promoting their official sponsorship status as they paid to get that official status. So to get a more accurate picture of sponsor spending, think Azerbaijan with its $ 24.3 billion GDP. The sports business has its brush fires, such as the odd franchise in trouble or the various college bowl games being staged although they interest almost nobody. But, as Andrews puts it, ""the sports machine just keeps humming."" Go, Army: U.S. Army Col. Thomas Nickerson expects about 2,000 leads from the U.S. Army All-American Bowl, a high school all-star football game in San Antonio airing Sunday on ESPN2. Last year's game, the first with Army sponsorship, produced 80 recruits. But the big picture, Nickerson says, is the exposure. The game, with plenty of Army logos around, will be held in ""a very branded venue."" The Army spends up to $ 24 million on sports marketing annually, this year introducing a Winston Cup NASCAR team. Nickerson says flexibility is key: ""When you have to recruit more than 100,000 people every year, you can't just keep doing the same things."" Spice rack: Sometimes, Olympic scandals bordering on the comical generate concerned headlines. But espn.com's Blood on the Rings series chronicles a real Olympic horror show. Uday Hussein, Saddam's son, has headed the Iraqi Olympic Committee since 1984 and, according to former Iraqi athletes and coaches, routinely kills and grotesquely tortures athletes. ""Just being a well-known athlete can get you killed,"" former Iraqi volleyballer Issam Thamer al-Diwan says. Hmmm, how can that be? After all, the International Olympic Committee's ""code of ethics"" clearly states ""safeguarding the dignity of the individual is a fundamental requirement."" . . . In search engine Lycos' 2002 rankings of the most-searched sports topics on the Internet, Anna Kournikova was again (duh) the top athlete and football (pro and college) again the top sport. Football searches rose 60% from 2001. Outside of sports world rankings, the most-searched ""news event"" was the 2002 Winter Olympics. . . . Cellbucks, the Toronto company marketing a service to lets fans at venues order concessions via their cellphones, already has signed 11 minor league teams and one golf course and expects to add at least one NBA team this month. Howard Dolgon, owner of the Syracuse (N.Y.) Crunch hockey team, says the service appeals to fans who don't want to wait in lines or leave their seats during play. But, he says, ""to order a beer by phone, when you're literally 100 feet from a concession stand, requires a whole new mind-set."""
